year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,10,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1280.00,184.00,78.37,1.09,58.16,0.00,46.38,3.00,0.00,10615.00,4335.00,52.00,1630.00,0.00,4598.00
2024,10,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",287.00,64.00,8.03,0.00,43.41,0.09,12.47,1.00,0.00,2064.00,280.00,0.00,1253.00,3.00,528.00
2024,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2981.00,427.00,203.93,2.39,95.44,0.87,124.37,44.00,1.00,27781.00,15806.00,252.00,2950.00,76.00,8697.00
2024,10,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2632.00,337.00,118.03,2.22,131.70,0.65,84.40,23.00,5.00,23592.00,12047.00,258.00,3469.00,80.00,7738.00
2024,10,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",134.00,18.00,10.86,0.00,3.28,0.00,3.86,1.00,0.00,1218.00,804.00,0.00,93.00,0.00,321.00
2024,10,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,11.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,478.00,454.00,0.00,0.00,0.00,24.00
2024,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1411.00,148.00,53.07,1.67,51.96,0.00,41.30,3.00,0.00,11972.00,5216.00,541.00,2997.00,0.00,3218.00
2024,9,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1218.00,186.00,63.51,8.39,67.40,0.13,46.58,3.00,3.00,18987.00,10438.00,769.00,2258.00,4.00,5518.00
2024,9,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",299.00,71.00,22.55,0.00,40.16,1.00,7.29,0.00,0.00,2772.00,1437.00,0.00,1047.00,35.00,253.00
2024,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2890.00,513.00,224.62,4.49,120.78,1.46,161.65,13.00,7.00,39411.00,21791.00,251.00,4224.00,56.00,13089.00
2024,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2539.00,351.00,121.39,6.34,125.20,0.00,98.06,8.00,3.00,24465.00,12329.00,296.00,4342.00,0.00,7498.00
2024,9,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",118.00,17.00,8.97,0.00,2.17,0.00,5.86,1.00,0.00,1390.00,807.00,0.00,67.00,0.00,516.00
2024,9,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,7.00,6.08,0.00,0.00,0.00,0.92,0.00,0.00,203.00,167.00,0.00,0.00,0.00,36.00
2024,9,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",284.00,29.00,16.72,8.20,4.08,0.00,0.00,0.00,0.00,1724.00,1071.00,418.00,235.00,0.00,0.00
2024,9,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1571.00,174.00,40.08,8.09,86.85,0.00,38.98,1.00,1.00,10398.00,2312.00,916.00,3579.00,0.00,3591.00
2024,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1612.00,336.00,79.74,15.98,129.22,0.00,111.06,186.00,1.00,35247.00,9912.00,3655.00,11824.00,0.00,9856.00
2024,8,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1189.00,325.00,74.95,20.01,121.96,0.82,107.25,63.00,12.00,28268.00,6300.00,4012.00,6913.00,80.00,10963.00
2024,8,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",346.00,112.00,25.22,8.11,61.24,0.04,17.39,6.00,2.00,7409.00,1109.00,1105.00,4082.00,6.00,1107.00
2024,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3218.00,1067.00,315.58,25.18,262.17,1.99,462.08,216.00,18.00,113727.00,42530.00,2120.00,21859.00,131.00,47087.00
2024,8,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2610.00,665.00,188.52,27.28,273.13,0.41,175.65,75.00,25.00,60459.00,22049.00,2646.00,19565.00,33.00,16166.00
2024,8,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",100.00,24.00,13.73,0.79,1.71,0.00,7.76,3.00,0.00,1696.00,1064.00,50.00,68.00,0.00,514.00
2024,8,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,8.00,7.31,0.00,0.00,0.00,0.69,0.00,0.00,257.00,210.00,0.00,0.00,0.00,47.00
2024,8,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",310.00,85.00,46.65,15.20,23.15,0.00,0.00,22.00,1.00,7738.00,3718.00,1921.00,2099.00,0.00,0.00
2024,8,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1440.00,277.00,61.55,21.07,136.00,0.00,58.38,129.00,6.00,21140.00,4219.00,3159.00,8305.00,0.00,5457.00
2024,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1605.00,415.00,98.05,11.11,136.71,0.00,169.13,147.00,4.00,43748.00,11380.00,1489.00,11363.00,0.00,19516.00
2024,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1167.00,341.00,85.66,16.63,109.48,1.68,127.55,24.00,8.00,36903.00,10232.00,1674.00,7475.00,55.00,17467.00
2024,7,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372.00,138.00,19.77,3.75,82.11,0.00,32.36,1.00,0.00,7552.00,978.00,326.00,4395.00,0.00,1853.00
2024,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3198.00,1016.00,305.78,18.31,285.38,0.08,406.46,73.00,17.00,94990.00,35325.00,1522.00,19613.00,5.00,38525.00
2024,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2688.00,780.00,294.35,18.07,242.74,0.55,224.29,142.00,24.00,77694.00,40097.00,1016.00,14289.00,121.00,22171.00
2024,7,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",62.00,34.00,13.99,0.00,10.80,0.00,9.22,0.00,0.00,2894.00,1626.00,0.00,381.00,0.00,887.00
2024,7,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,14.00,13.09,0.00,0.00,0.91,0.00,0.00,0.00,486.00,415.00,0.00,0.00,71.00,0.00
2024,7,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",310.00,88.00,51.28,13.67,22.84,0.21,0.00,7.00,2.00,8731.00,4808.00,1691.00,2212.00,20.00,0.00
2024,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1434.00,347.00,74.70,15.94,170.76,0.39,85.21,43.00,2.00,28581.00,5892.00,1740.00,12886.00,33.00,8030.00
2024,6,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1416.00,256.00,61.38,14.98,134.09,0.93,44.61,79.00,4.00,16857.00,3662.00,1658.00,7670.00,91.00,3776.00
2024,6,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,10.00,8.14,0.00,0.00,0.37,1.49,0.00,0.00,291.00,222.00,0.00,0.00,7.00,62.00
2024,6,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",288.00,85.00,57.02,11.25,16.73,0.00,0.00,20.00,1.00,8895.00,5786.00,1315.00,1794.00,0.00,0.00
2024,6,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1516.00,321.00,76.20,10.69,123.82,0.00,110.29,105.00,3.00,25537.00,6439.00,1150.00,9079.00,0.00,8869.00
2024,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1135.00,347.00,96.92,17.22,117.93,0.29,114.64,28.00,13.00,38827.00,13526.00,2377.00,8623.00,14.00,14287.00
2024,6,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",348.00,99.00,23.50,9.95,42.27,0.00,23.28,2.00,1.00,7495.00,1285.00,1796.00,3419.00,0.00,995.00
2024,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3091.00,915.00,282.67,15.95,275.64,1.52,339.22,112.00,27.00,92800.00,33264.00,2181.00,23776.00,76.00,33503.00
2024,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2585.00,627.00,177.79,26.82,269.87,0.00,152.52,13.00,22.00,53643.00,20454.00,2968.00,18732.00,0.00,11489.00
2024,6,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",50.00,21.00,9.22,0.00,8.77,0.00,3.01,1.00,1.00,1405.00,456.00,0.00,603.00,0.00,346.00
2024,5,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,8.00,7.57,0.00,0.00,0.43,0.00,0.00,0.00,274.00,262.00,0.00,0.00,12.00,0.00
2024,5,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",248.00,71.00,37.74,6.60,26.67,0.00,0.00,2.00,0.00,5795.00,2614.00,760.00,2421.00,0.00,0.00
2024,5,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1400.00,222.00,55.84,8.75,113.44,1.00,42.97,19.00,2.00,16903.00,4012.00,1194.00,8078.00,75.00,3544.00
2024,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1504.00,248.00,47.67,15.28,99.42,0.99,84.65,27.00,1.00,24555.00,5331.00,2563.00,7919.00,68.00,8674.00
2024,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1229.00,349.00,120.51,11.36,83.00,0.09,134.04,14.00,5.00,34414.00,11362.00,1285.00,4393.00,6.00,17368.00
2024,5,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",341.00,104.00,23.13,1.00,46.37,0.33,33.16,2.00,1.00,4861.00,1353.00,32.00,1970.00,15.00,1491.00
2024,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3191.00,800.00,269.32,10.42,217.11,1.67,301.47,30.00,13.00,66709.00,22236.00,1128.00,14256.00,53.00,29036.00
2024,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2679.00,603.00,184.36,18.93,210.30,0.90,188.51,2.00,21.00,46531.00,20316.00,1653.00,10286.00,27.00,14249.00
2024,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1474.00,239.00,45.49,11.98,112.90,0.00,68.62,24.00,2.00,23515.00,5638.00,1058.00,9774.00,0.00,7045.00
2024,4,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",201.00,50.00,34.51,5.29,10.20,0.00,0.00,1.00,1.00,2903.00,1845.00,450.00,608.00,0.00,0.00
2024,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1191.00,238.00,81.16,10.63,67.70,1.54,76.96,7.00,6.00,19965.00,7275.00,1691.00,3296.00,78.00,7625.00
2024,4,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,13.00,9.34,0.00,0.00,0.00,3.66,0.00,0.00,421.00,244.00,0.00,0.00,0.00,177.00
2024,4,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1314.00,187.00,32.50,9.12,112.28,0.05,33.05,19.00,3.00,10549.00,2594.00,445.00,5132.00,3.00,2375.00
2024,4,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",329.00,79.00,17.16,1.59,32.58,0.12,27.55,0.00,3.00,4602.00,1064.00,215.00,1816.00,5.00,1502.00
2024,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3074.00,660.00,207.67,5.06,160.98,1.00,285.29,51.00,11.00,56121.00,21834.00,406.00,9103.00,88.00,24690.00
2024,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2540.00,509.00,182.99,11.09,194.51,1.00,119.41,7.00,3.00,45185.00,23256.00,2239.00,10342.00,36.00,9312.00
2024,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1471.00,224.00,57.07,8.84,94.33,0.79,62.97,3.00,3.00,18542.00,6655.00,673.00,6469.00,19.00,4726.00
2024,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,10.00,7.45,0.00,0.00,0.00,2.55,0.00,0.00,422.00,206.00,0.00,0.00,0.00,216.00
2024,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1274.00,334.00,95.37,13.69,123.51,2.09,99.34,9.00,5.00,31305.00,9754.00,1313.00,6551.00,63.00,13624.00
2024,3,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",122.00,18.00,7.00,2.56,8.44,0.00,0.00,0.00,0.00,1289.00,390.00,269.00,630.00,0.00,0.00
2024,3,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",312.00,84.00,20.19,1.00,32.94,0.00,29.87,3.00,0.00,4313.00,1575.00,28.00,1393.00,0.00,1317.00
2024,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3063.00,963.00,295.81,6.08,229.35,0.00,431.75,60.00,11.00,98360.00,32829.00,1919.00,13275.00,0.00,50337.00
2024,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2500.00,475.00,164.64,17.07,190.81,1.00,101.48,2.00,12.00,29728.00,12409.00,1435.00,8244.00,53.00,7587.00
2024,3,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1389.00,155.00,24.36,7.39,98.52,0.00,24.73,3.00,1.00,10116.00,1177.00,991.00,6049.00,0.00,1899.00
2024,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1410.00,167.00,29.83,6.91,62.05,0.00,68.21,23.00,1.00,12568.00,3381.00,760.00,2707.00,0.00,5720.00
2024,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2214.00,340.00,132.20,7.68,123.93,2.97,73.22,17.00,10.00,24033.00,13545.00,1373.00,3649.00,204.00,5262.00
2024,2,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",29.00,6.00,3.63,0.00,1.00,0.00,1.37,1.00,0.00,278.00,211.00,0.00,18.00,0.00,49.00
2024,2,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1232.00,99.00,27.68,3.99,45.08,0.00,22.26,15.00,2.00,4821.00,1476.00,286.00,1489.00,0.00,1570.00
2024,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1207.00,222.00,85.76,1.26,57.52,2.94,74.52,4.00,4.00,20237.00,8915.00,1149.00,1828.00,205.00,8140.00
2024,2,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",225.00,46.00,13.89,0.00,19.40,0.00,12.71,6.00,1.00,2340.00,1019.00,0.00,701.00,0.00,620.00
2024,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2675.00,660.00,235.63,3.81,142.16,1.60,276.80,57.00,5.00,53042.00,21502.00,210.00,5343.00,38.00,25949.00
2024,2,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",257.00,31.00,21.60,4.98,4.42,0.00,0.00,4.00,1.00,2057.00,995.00,755.00,307.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1428.00,276.00,64.68,15.91,90.86,0.00,104.55,69.00,1.00,28959.00,8745.00,3167.00,7085.00,0.00,9962.00
2024,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1295.00,293.00,103.67,15.31,81.22,1.29,91.51,11.00,4.00,28803.00,12436.00,1852.00,3632.00,47.00,10836.00
2024,1,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1195.00,179.00,45.35,12.74,71.83,0.69,48.39,44.00,0.00,12962.00,3964.00,1452.00,3724.00,27.00,3795.00
2024,1,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",239.00,41.00,9.64,3.59,15.76,0.00,12.00,85.00,1.00,2973.00,783.00,498.00,535.00,0.00,1157.00
2024,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2690.00,747.00,250.25,11.78,187.99,0.00,296.98,48.00,9.00,64287.00,24736.00,1306.00,9543.00,0.00,28702.00
2024,1,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",205.00,61.00,39.57,7.51,13.92,0.00,0.00,24.00,2.00,7345.00,5139.00,840.00,1366.00,0.00,0.00
2024,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2384.00,458.00,161.89,18.24,161.74,0.00,116.13,7.00,13.00,33929.00,13591.00,4471.00,7616.00,0.00,8251.00
2024,1,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,7.00,0.00,0.00,0.00,2.00,0.00,0.00,319.00,251.00,0.00,0.00,0.00,68.00
2023,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1484.00,166.00,48.06,7.70,56.57,0.00,53.67,19.00,0.00,17136.00,5363.00,1192.00,4514.00,0.00,6067.00
2023,12,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",360.00,56.00,25.24,10.02,20.74,0.00,0.00,5.00,0.00,3788.00,1690.00,1014.00,1084.00,0.00,0.00
2023,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1237.00,255.00,85.08,2.18,126.39,2.06,39.28,0.00,2.00,17606.00,10214.00,75.00,3851.00,45.00,3421.00
2023,12,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2622.00,334.00,118.41,4.29,125.89,1.60,83.81,3.00,5.00,19255.00,8095.00,288.00,4026.00,175.00,6671.00
2023,12,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",346.00,96.00,15.51,2.18,70.86,0.00,7.45,0.00,2.00,3836.00,785.00,140.00,2372.00,0.00,539.00
2023,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3200.00,992.00,344.65,7.23,301.18,0.95,337.99,14.00,5.00,78842.00,32809.00,609.00,13890.00,35.00,31499.00
2023,12,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,13.00,11.00,0.00,0.00,0.00,2.00,0.00,0.00,409.00,362.00,0.00,0.00,0.00,47.00
2023,12,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1132.00,128.00,36.52,5.13,58.45,1.00,26.90,13.00,0.00,7219.00,2018.00,312.00,2568.00,30.00,2291.00
2023,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1575.00,119.00,41.06,6.90,37.27,0.00,33.77,0.00,0.00,7482.00,4302.00,313.00,1080.00,0.00,1787.00
2023,11,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1183.00,179.00,59.47,1.98,71.60,2.59,43.36,0.00,5.00,11043.00,5439.00,91.00,1941.00,59.00,3513.00
2023,11,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",347.00,54.00,11.96,1.22,25.32,0.00,15.49,0.00,0.00,2254.00,780.00,25.00,794.00,0.00,655.00
2023,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3277.00,790.00,323.68,6.46,167.37,3.22,289.27,6.00,5.00,59170.00,29824.00,577.00,6185.00,74.00,22510.00
2023,11,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2473.00,241.00,92.16,3.65,84.89,0.00,60.31,0.00,3.00,14557.00,6812.00,232.00,2444.00,0.00,5069.00
2023,11,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,216.00,216.00,0.00,0.00,0.00,0.00
2023,11,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",483.00,63.00,31.03,13.93,17.10,0.95,0.00,0.00,0.00,4027.00,2229.00,1025.00,747.00,26.00,0.00
2023,11,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1154.00,77.00,19.88,0.00,40.27,0.18,16.68,0.00,0.00,3576.00,943.00,0.00,1301.00,8.00,1324.00
2023,10,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1558.00,131.00,38.98,4.63,44.03,0.00,43.36,0.00,5.00,8632.00,3538.00,288.00,1998.00,0.00,2808.00
2023,10,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1190.00,173.00,66.08,3.72,60.43,1.00,41.77,0.00,2.00,10798.00,3771.00,144.00,2053.00,25.00,4805.00
2023,10,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372.00,72.00,9.94,0.13,49.80,1.00,11.13,0.00,2.00,2813.00,826.00,16.00,1493.00,17.00,461.00
2023,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3329.00,949.00,336.82,5.01,172.05,0.17,434.96,11.00,4.00,79653.00,35908.00,421.00,6786.00,18.00,36520.00
2023,10,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2558.00,256.00,105.40,2.66,79.47,2.00,66.48,0.00,3.00,17743.00,10782.00,336.00,2466.00,125.00,4034.00
2023,10,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,556.00,556.00,0.00,0.00,0.00,0.00
2023,10,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",420.00,70.00,49.00,15.00,6.00,0.00,0.00,0.00,0.00,5335.00,4403.00,626.00,306.00,0.00,0.00
2023,10,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1455.00,129.00,33.05,1.25,51.39,0.00,43.31,0.00,2.00,7920.00,1874.00,31.00,2669.00,0.00,3346.00
2023,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1514.00,232.00,46.82,13.08,106.63,0.00,65.48,152.00,6.00,25865.00,5068.00,3485.00,11933.00,0.00,5379.00
2023,9,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1219.00,281.00,70.64,21.39,135.32,0.72,52.94,24.00,14.00,23498.00,5772.00,1919.00,9765.00,13.00,6029.00
2023,9,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",359.00,99.00,17.86,11.61,50.69,0.00,18.84,2.00,6.00,7235.00,1269.00,1561.00,3375.00,0.00,1030.00
2023,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3229.00,1265.00,358.58,12.44,332.26,1.14,560.58,138.00,15.00,151148.00,52754.00,2436.00,30528.00,29.00,65401.00
2023,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2458.00,523.00,146.11,17.19,239.93,1.00,118.76,69.00,30.00,48046.00,17459.00,1707.00,15256.00,105.00,13519.00
2023,9,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,10.00,9.84,0.00,0.00,0.00,0.16,0.00,1.00,451.00,446.00,0.00,0.00,0.00,5.00
2023,9,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",413.00,91.00,59.00,17.00,14.00,1.00,0.00,37.00,0.00,8123.00,4725.00,1333.00,2037.00,28.00,0.00
2023,9,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1539.00,216.00,45.96,9.63,105.21,0.00,55.20,149.00,6.00,17381.00,2086.00,890.00,9688.00,0.00,4717.00
2023,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1576.00,213.00,49.85,13.99,76.24,0.10,72.82,32.00,0.00,21184.00,6213.00,2806.00,5420.00,5.00,6740.00
2023,8,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1220.00,307.00,108.58,16.89,88.99,1.73,90.82,8.00,2.00,27925.00,10897.00,2402.00,4092.00,41.00,10493.00
2023,8,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372.00,68.00,12.39,3.10,37.77,0.00,14.74,1.00,1.00,2948.00,656.00,140.00,1524.00,0.00,628.00
2023,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3466.00,1223.00,385.04,21.57,221.40,2.12,592.87,109.00,3.00,113183.00,39141.00,2478.00,12126.00,148.00,59290.00
2023,8,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2527.00,442.00,160.43,15.88,120.59,1.00,144.10,19.00,3.00,41797.00,21454.00,2364.00,5403.00,27.00,12549.00
2023,8,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,8.47,0.00,0.00,0.00,0.53,0.00,0.00,280.00,262.00,0.00,0.00,0.00,18.00
2023,8,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",349.00,55.00,26.00,20.00,8.00,1.00,0.00,8.00,0.00,5984.00,3302.00,1902.00,607.00,173.00,0.00
2023,8,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1589.00,263.00,46.80,16.08,124.94,2.66,72.52,28.00,2.00,19027.00,4356.00,1207.00,7039.00,59.00,6366.00
2023,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1549.00,320.00,57.50,26.54,145.03,0.00,90.93,206.00,5.00,32982.00,5511.00,4841.00,13643.00,0.00,8987.00
2023,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1202.00,415.00,92.07,25.62,215.04,0.51,81.75,46.00,7.00,42811.00,9141.00,2810.00,15598.00,11.00,15251.00
2023,7,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",369.00,135.00,20.43,13.70,73.25,0.00,27.62,1.00,4.00,12555.00,1703.00,1829.00,7363.00,0.00,1660.00
2023,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3494.00,1612.00,436.90,26.61,434.12,1.45,712.92,368.00,32.00,201189.00,63384.00,4862.00,40085.00,76.00,92782.00
2023,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2583.00,709.00,190.49,31.21,273.34,0.00,213.95,68.00,26.00,64757.00,23478.00,2411.00,19196.00,0.00,19672.00
2023,7,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,12.00,7.93,0.00,0.00,0.00,4.07,0.00,1.00,411.00,307.00,0.00,0.00,0.00,104.00
2023,7,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",355.00,101.00,45.00,33.00,23.00,0.00,0.00,44.00,2.00,12328.00,5187.00,5085.00,2056.00,0.00,0.00
2023,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1604.00,353.00,60.65,37.56,181.35,0.00,73.45,196.00,10.00,28866.00,5009.00,5634.00,11974.00,0.00,6249.00
2023,6,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1548.00,223.00,59.78,10.76,95.00,0.00,57.47,132.00,3.00,22255.00,5677.00,1200.00,9865.00,0.00,5513.00
2023,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1167.00,362.00,104.78,17.94,138.94,1.00,99.34,24.00,4.00,32260.00,9074.00,2752.00,7737.00,25.00,12672.00
2023,6,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",358.00,137.00,14.40,5.59,87.50,0.47,29.03,0.00,1.00,7465.00,744.00,942.00,4352.00,16.00,1411.00
